,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Astronomy,"('planet', np.float64(7.369992833729311))","('star', np.float64(7.283792854731161))","('telescope', np.float64(6.690194183041459))","('solar', np.float64(6.586954423650284))","('atmosphere', np.float64(5.862664080579781))","('galaxy', np.float64(5.691143641018821))","('astronomical', np.float64(5.5629489920392166))","('observation', np.float64(5.428192559572711))","('astronomy', np.float64(5.314748485677063))","('coronal', np.float64(4.718324642759101))","('asteroid', np.float64(4.585118748181549))","('stellar', np.float64(4.37075060533185))","('planetary', np.float64(4.297979321098212))","('find', np.float64(4.18913297806693))","('mass', np.float64(4.166356300053559))","('exoplanet', np.float64(4.161663980714295))","('atmospheric', np.float64(4.050050708087056))","('protoplanetary', np.float64(4.004517130074376))","('instrument', np.float64(3.9557015655603647))","('evolution', np.float64(3.8907045014694317))","('magnetic', np.float64(3.889791153965628))","('comet', np.float64(3.704141179637783))","('wavefront', np.float64(3.665291051668751))","('sky', np.float64(3.6319088997060693))","('sunspot', np.float64(3.628411941618388))","('dust', np.float64(3.444990237139688))","('simulation', np.float64(3.4219051917205037))","('redshift', np.float64(3.3678175525077667))","('mission', np.float64(3.309420260568255))","('halo', np.float64(3.2928416595539622))","('observatory', np.float64(3.2712056906036406))","('period', np.float64(3.188098115324992))","('disk', np.float64(3.1509429979826886))","('giant', np.float64(3.136088548484543))","('flux', np.float64(3.129137515578149))","('cosmic', np.float64(3.1179824950541435))","('abundance', np.float64(3.104909959137656))","('readout', np.float64(3.0485733865622944))","('ice', np.float64(3.009951436796231))","('survey', np.float64(3.0072885098948228))","('photometric', np.float64(2.96503956432948))","('radio', np.float64(2.9367959680991165))","('flare', np.float64(2.9192387251871095))","('circumstellar', np.float64(2.8892671527351506))","('detector', np.float64(2.8849379224024423))","('coronagraph', np.float64(2.852934530439074))","('pulsation', np.float64(2.8369871223860263))","('observational', np.float64(2.8347740773328494))","('spectra', np.float64(2.829804594242872))","('km', np.float64(2.8275343690137644))","('mode', np.float64(2.820365549485545))","('cosmological', np.float64(2.807501650392449))","('orbit', np.float64(2.7338380810512))","('sim', np.float64(2.7213290413367663))","('spectrograph', np.float64(2.711704955947645))","('region', np.float64(2.6644086188517364))","('line', np.float64(2.662036297337453))","('orbital', np.float64(2.6482932294707444))","('planetesimal', np.float64(2.637387510704178))","('emission', np.float64(2.6027859381863205))","('loop', np.float64(2.5635878384403794))","('binary', np.float64(2.556757886267522))","('formation', np.float64(2.553743650614279))","('10', np.float64(2.545351354003557))","('bright', np.float64(2.529818729737978))","('spacecraft', np.float64(2.493958611273593))","('observe', np.float64(2.493423413178981))","('accretion', np.float64(2.4903701935753966))","('calibration', np.float64(2.4784948549672063))","('wavelength', np.float64(2.455235074811728))","('luminosity', np.float64(2.4358293773752027))","('rotation', np.float64(2.4355720823900886))","('amplitude', np.float64(2.426824468726898))","('rm', np.float64(2.412691053651189))","('velocity', np.float64(2.406932267251192))","('mirror', np.float64(2.373385235226678))","('scientific', np.float64(2.3706807479701864))","('interior', np.float64(2.3644538400782524))","('white', np.float64(2.350834803644408))","('optic', np.float64(2.3508303180886387))","('light', np.float64(2.342095130691929))","('scale', np.float64(2.3057739087120708))","('hydrodynamical', np.float64(2.295694346807901))","('impact', np.float64(2.2788950739801668))","('ray', np.float64(2.27877422999472))","('chromospheric', np.float64(2.2625173219521537))","('au', np.float64(2.260376978768243))","('lense', np.float64(2.2538659752948074))","('astrophysical', np.float64(2.2439376249886682))","('moon', np.float64(2.2367975089707115))","('convection', np.float64(2.229507862652556))","('radial', np.float64(2.2217793934017784))","('astrophysic', np.float64(2.213661908413877))","('science', np.float64(2.2044797513048495))","('constrain', np.float64(2.1644670971801743))","('photometry', np.float64(2.164306419142034))","('profile', np.float64(2.161738322855846))","('instability', np.float64(2.1591752710507843))","('polarization', np.float64(2.1574021530570784))","('convective', np.float64(2.148762639968874))"
Astronomy/Physics,"('galaxy', np.float64(7.58149555903501))","('cosmological', np.float64(5.988698769470554))","('ray', np.float64(5.923454022364412))","('find', np.float64(5.891031714677277))","('star', np.float64(5.437029709138042))","('interstellar', np.float64(4.6406715435943084))","('redshift', np.float64(4.519663083954981))","('jet', np.float64(4.357171501990377))","('pulsar', np.float64(4.344899979388258))","('observation', np.float64(4.265796813410374))","('cosmic', np.float64(4.226812790896112))","('relativistic', np.float64(4.196661604910916))","('formation', np.float64(4.192687715550093))","('simulation', np.float64(4.145444257617464))","('burst', np.float64(3.9184244032138187))","('blazar', np.float64(3.9038530470794677))","('stellar', np.float64(3.8847686042944383))","('emission', np.float64(3.8144778289153716))","('gravitational', np.float64(3.8075126479810395))","('radio', np.float64(3.78824543450732))","('sky', np.float64(3.7859071220606935))","('spectrum', np.float64(3.616262049530096))","('telescope', np.float64(3.6045448496015418))","('evolution', np.float64(3.4997897682014765))","('survey', np.float64(3.4584106181863308))","('source', np.float64(3.448960576222188))","('energy', np.float64(3.3947310671306266))","('disk', np.float64(3.338643928896838))","('kpc', np.float64(3.334374964555467))","('neutrino', np.float64(3.3265143926954677))","('sim', np.float64(3.3065052864569195))","('primordial', np.float64(3.2795972731783825))","('polarization', np.float64(3.267582287130987))","('mass', np.float64(3.267565535186052))","('cosmology', np.float64(3.175479199950458))","('lense', np.float64(3.1494471932201007))","('flux', np.float64(3.1320242473702016))","('galactic', np.float64(3.099357819633719))","('field', np.float64(3.0419438370834864))","('velocity', np.float64(3.0223657287144614))","('supernovae', np.float64(2.9821540772002084))","('perturbation', np.float64(2.967099166089873))","('tension', np.float64(2.9576167361810195))","('bar', np.float64(2.9507146772381496))","('supernova', np.float64(2.920646589883704))","('magnetar', np.float64(2.9149535452240896))","('accretion', np.float64(2.9014360640422483))","('density', np.float64(2.88260878179746))","('astrophysical', np.float64(2.8773872688451396))","('10', np.float64(2.796978292866586))","('detect', np.float64(2.7493023098324603))","('spectra', np.float64(2.7146468547053))","('region', np.float64(2.71299471264464))","('disc', np.float64(2.7053002546935296))","('gas', np.float64(2.692649782874142))","('foreground', np.float64(2.6883924610454506))","('bispectrum', np.float64(2.6782230710743153))","('magnetic', np.float64(2.666989733448155))","('cloud', np.float64(2.6593687842536924))","('merger', np.float64(2.653611435223618))","('scale', np.float64(2.646259500077242))","('recombination', np.float64(2.6208023420519564))","('quasar', np.float64(2.6008755790075377))","('black', np.float64(2.575506539708751))","('abundance', np.float64(2.5652421957684277))","('catalog', np.float64(2.5504203963763667))","('dust', np.float64(2.5476446081342976))","('ratio', np.float64(2.5401414216822826))","('line', np.float64(2.5356671764518177))","('nucleus', np.float64(2.50934373906897))","('datum', np.float64(2.5064652164690058))","('neutron', np.float64(2.4935518357723416))","('tidal', np.float64(2.4793696550409283))","('shock', np.float64(2.452035988536103))","('optical', np.float64(2.445809197229501))","('constrain', np.float64(2.435413915178052))","('cluster', np.float64(2.4123678364915317))","('nearby', np.float64(2.387169848089722))","('spiral', np.float64(2.382989200735327))","('dark', np.float64(2.3759687106859104))","('disruption', np.float64(2.3705798452467666))","('inflation', np.float64(2.361867467958615))","('shower', np.float64(2.358708708811068))","('observe', np.float64(2.356038042649998))","('consistent', np.float64(2.353899224164197))","('halo', np.float64(2.352272192142473))","('afterglow', np.float64(2.3394803586114437))","('fluctuation', np.float64(2.329405698271349))","('rm', np.float64(2.2906973793177094))","('mock', np.float64(2.2720817242214637))","('power', np.float64(2.249599770584057))","('present', np.float64(2.2388176970859335))","('orbit', np.float64(2.225381952651921))","('radiation', np.float64(2.215507836467127))","('hole', np.float64(2.2116327607880355))","('fit', np.float64(2.2082078030555197))","('photon', np.float64(2.1949278869180993))","('hadronic', np.float64(2.187099575338546))","('ejecta', np.float64(2.1769460916816765))","('sigma', np.float64(2.138924535620072))"
Biology,"('protein', np.float64(6.007229801132205))","('brain', np.float64(5.3088808813994826))","('cell', np.float64(4.7708352946475685))","('neural', np.float64(4.6352998333977))","('neuron', np.float64(4.610233249300876))","('neuronal', np.float64(4.119750055925951))","('gene', np.float64(4.1059644543978235))","('receptor', np.float64(3.9557158450794323))","('stimulus', np.float64(3.356421874703248))","('genome', np.float64(3.3471209461350893))","('activity', np.float64(3.3160955934101026))","('consciousness', np.float64(3.215854704498641))","('synaptic', np.float64(3.1886740349820193))","('cognitive', np.float64(3.125968098559668))","('neuroscience', np.float64(3.027465964747854))","('peptide', np.float64(2.951483861046594))","('functional', np.float64(2.932489375105856))","('cortex', np.float64(2.894102596777668))","('human', np.float64(2.8460759544223753))","('actin', np.float64(2.8241679193040663))","('response', np.float64(2.7841960552365577))","('metabolite', np.float64(2.7157227099634738))","('disease', np.float64(2.6792762312177896))","('mitochondrial', np.float64(2.655605965683731))","('vitro', np.float64(2.5894360132276573))","('biological', np.float64(2.568755002034259))","('pathway', np.float64(2.509645316710193))","('metabolic', np.float64(2.507901715278205))","('animal', np.float64(2.5048722902112908))","('patient', np.float64(2.486891000672448))","('connectivity', np.float64(2.480311576925173))","('enzyme', np.float64(2.4477261613802317))","('sensory', np.float64(2.4130277046728428))","('induce', np.float64(2.393408370539977))","('database', np.float64(2.3545851505064226))","('suggest', np.float64(2.2985623061844924))","('sequence', np.float64(2.2798172088394026))","('seizure', np.float64(2.2645777499813016))","('inhibitor', np.float64(2.23428503612103))","('spike', np.float64(2.2123434046644275))","('visual', np.float64(2.1655056992223143))","('cortical', np.float64(2.16512350606409))","('mutant', np.float64(2.0978417397868894))","('abstract', np.float64(2.0173275258031618))","('mouse', np.float64(2.01260107432198))","('drug', np.float64(1.99218723021085))","('evidence', np.float64(1.9261826345024826))","('transcription', np.float64(1.9047014490724823))","('assay', np.float64(1.8956361033648217))","('organism', np.float64(1.8825419431695753))","('processing', np.float64(1.874164301341281))","('mutation', np.float64(1.8542607069731072))","('motor', np.float64(1.849743441212729))","('dynamic', np.float64(1.8472499627582588))","('cytokine', np.float64(1.8217541247999687))","('analysis', np.float64(1.7996883778391815))","('odor', np.float64(1.7887106384806477))","('activation', np.float64(1.762126427387217))","('behavioral', np.float64(1.753729310978154))","('role', np.float64(1.7298803792938549))","('illusion', np.float64(1.6894855671714062))","('epilepsy', np.float64(1.6584973440338033))","('recording', np.float64(1.6571466537476152))","('microarray', np.float64(1.6525922364476007))","('proteomic', np.float64(1.6415848464674896))","('ancient', np.float64(1.6131144573174745))","('conscious', np.float64(1.601221676292516))","('inhibit', np.float64(1.59866565721565))","('mechanism', np.float64(1.590782473915359))","('specific', np.float64(1.59053468411735))","('inflammatory', np.float64(1.5821976401551294))","('yeast', np.float64(1.5615008648848214))","('kinase', np.float64(1.553282082758414))","('rat', np.float64(1.5480756514113092))","('metabolism', np.float64(1.5453386716403317))","('site', np.float64(1.5427347814004773))","('inhibition', np.float64(1.5303362987734686))","('mediate', np.float64(1.508654208372597))","('memory', np.float64(1.5075121181720856))","('interaction', np.float64(1.4999531424231032))","('mental', np.float64(1.4845492485690315))","('target', np.float64(1.4762991455403152))","('biology', np.float64(1.4662393000721614))","('expression', np.float64(1.4654883814276656))","('vivo', np.float64(1.464548389771513))","('genetic', np.float64(1.4644135236612088))","('auditory', np.float64(1.459286078207522))","('associate', np.float64(1.4450355968119963))","('acid', np.float64(1.440007057353815))","('stimulation', np.float64(1.4384326260202496))","('modulate', np.float64(1.4336920322397564))","('participant', np.float64(1.4276164644214757))","('culture', np.float64(1.425542674809255))","('symptom', np.float64(1.407353104149745))","('cancer', np.float64(1.4065157695019759))","('connectome', np.float64(1.399028994713388))","('motif', np.float64(1.3955792590923946))","('measle', np.float64(1.3950016647370527))","('extracellular', np.float64(1.3836228039810738))","('experience', np.float64(1.3772291140663513))"
Chemistry/Physics,"('molecular', np.float64(5.740789091642146))","('quantum', np.float64(5.342326680805819))","('electron', np.float64(5.267096211527808))","('molecule', np.float64(5.164204479056123))","('electronic', np.float64(4.68873487851802))","('chemical', np.float64(4.6812547923992325))","('reaction', np.float64(4.589371393885381))","('experimental', np.float64(4.303373657607039))","('calculation', np.float64(4.299575664775155))","('energy', np.float64(4.181491905433436))","('nuclear', np.float64(3.722513154155393))","('excited', np.float64(3.6532522648914934))","('vibrational', np.float64(3.416406079428598))","('charge', np.float64(3.359141052027879))","('mixture', np.float64(3.3469159117460374))","('dynamic', np.float64(3.2994311292320133))","('bond', np.float64(3.296156368807781))","('basis', np.float64(3.2172754765862086))","('cavity', np.float64(3.198978621267369))","('chemistry', np.float64(3.178807472433495))","('spin', np.float64(3.1099487986186087))","('couple', np.float64(3.0924914602806135))","('atom', np.float64(3.0666953746194126))","('state', np.float64(3.012385038217582))","('water', np.float64(2.989452406082507))","('liquid', np.float64(2.8636238468390744))","('theory', np.float64(2.8598156327641506))","('ion', np.float64(2.8412389462241414))","('coupling', np.float64(2.8404105433854436))","('effect', np.float64(2.654604073788212))","('double', np.float64(2.6086513487524527))","('spectra', np.float64(2.604887819658547))","('spectroscopy', np.float64(2.595320080147766))","('relaxation', np.float64(2.517855647485939))","('wavefunction', np.float64(2.4856937633728666))","('orbital', np.float64(2.485283052552069))","('density', np.float64(2.4798469157547305))","('polariton', np.float64(2.464534091503396))","('surface', np.float64(2.4549915737971473))","('transfer', np.float64(2.450012988639234))","('solvation', np.float64(2.442454452870965))","('excitation', np.float64(2.4049661944653))","('electrolyte', np.float64(2.3794079290112102))","('accurate', np.float64(2.372542975982945))","('concentration', np.float64(2.330413849967239))","('transition', np.float64(2.324944358783324))","('ligand', np.float64(2.244239537149641))","('molar', np.float64(2.24020701083498))","('reference', np.float64(2.2243693180997433))","('kinetic', np.float64(2.179297318292377))","('correction', np.float64(2.148743200833665))","('solvent', np.float64(2.135248470603911))","('approximation', np.float64(2.1044127789206626))","('dissociation', np.float64(2.102619822307037))","('absorption', np.float64(2.0989500402642207))","('dependent', np.float64(2.0749720616666805))","('catalyst', np.float64(2.074827377329684))","('electrochemical', np.float64(2.067669266472807))","('adiabatic', np.float64(2.057879602061866))","('electrode', np.float64(2.0365570110724653))","('potential', np.float64(2.0205544575572794))","('accuracy', np.float64(2.01567880832114))","('method', np.float64(1.9710572126184231))","('polymer', np.float64(1.9298426492202756))","('interaction', np.float64(1.912692813153558))","('aqueous', np.float64(1.9035491398428583))","('triplet', np.float64(1.8955428970726984))","('oxidation', np.float64(1.8730322173181608))","('cluster', np.float64(1.8695112990700404))","('hydrogen', np.float64(1.8689906351634682))","('complex', np.float64(1.847237400401522))","('exact', np.float64(1.8444466969474393))","('organic', np.float64(1.7851260036980807))","('amine', np.float64(1.783578759422295))","('thermodynamic', np.float64(1.7739093529089038))","('calculate', np.float64(1.7192536994980057))","('membrane', np.float64(1.684748667836427))","('ultrafast', np.float64(1.6742697629224825))","('acid', np.float64(1.666922949134516))","('cm', np.float64(1.6527580055087177))","('selectivity', np.float64(1.6488044145264107))","('salt', np.float64(1.6487521519289765))","('15', np.float64(1.6397841050643036))","('nanoparticle', np.float64(1.6358001253146741))","('active', np.float64(1.6351304234920583))","('alchemical', np.float64(1.626114880747753))","('atomistic', np.float64(1.6114278582333847))","('alcohol', np.float64(1.6084664955785288))","('alkane', np.float64(1.6040403923350421))","('atomic', np.float64(1.6000922804541275))","('mol', np.float64(1.593462754498195))","('intensity', np.float64(1.5832603508443222))","('machine', np.float64(1.5778206737792508))","('ab', np.float64(1.5615875573414841))","('shell', np.float64(1.5442317160637455))","('initio', np.float64(1.543092399851259))","('singlet', np.float64(1.5403739442926137))","('nonadiabatic', np.float64(1.5352208375002294))","('report', np.float64(1.52010690041079))","('intermolecular', np.float64(1.5179688741930057))"
Computer Science,"('language', np.float64(7.340938475028258))","('robot', np.float64(6.646422576312238))","('art', np.float64(6.072580434604359))","('reasoning', np.float64(5.047077394660762))","('dataset', np.float64(5.00406638866624))","('benchmark', np.float64(4.688576959828458))","('text', np.float64(4.3924778197513445))","('query', np.float64(4.138486057758943))","('software', np.float64(4.002671591323698))","('scene', np.float64(3.9164773609798114))","('prompt', np.float64(3.8992832819008925))","('robotic', np.float64(3.717308822305552))","('world', np.float64(3.6264563385147435))","('recommendation', np.float64(3.594084014257853))","('learn', np.float64(3.4886512375501635))","('task', np.float64(3.432229480494567))","('visual', np.float64(3.3594207762852477))","('human', np.float64(3.332645784238126))","('object', np.float64(3.326552157064009))","('developer', np.float64(3.275535273302024))","('learning', np.float64(3.2398969814894154))","('evaluate', np.float64(3.2351505130395495))","('attack', np.float64(3.2092185678954217))","('empirically', np.float64(3.188980381450619))","('blockchain', np.float64(3.186029130779979))","('logic', np.float64(3.171237603514838))","('reward', np.float64(3.109367173601881))","('fine', np.float64(3.082409405106692))","('evaluation', np.float64(3.0632203205753217))","('security', np.float64(3.0439409458268716))","('correctness', np.float64(3.018209052844934))","('vision', np.float64(3.015480845678062))","('token', np.float64(3.010067304996472))","('image', np.float64(3.0082776532504787))","('achieve', np.float64(2.9846658199408305))","('cryptography', np.float64(2.9718531337501166))","('work', np.float64(2.9386119283772696))","('bug', np.float64(2.9304434584522276))","('argumentation', np.float64(2.9193892453272947))","('rewrite', np.float64(2.8735205968925706))","('sentiment', np.float64(2.843123110896904))","('cryptographic', np.float64(2.8411259657403507))","('architecture', np.float64(2.7936935999095125))","('pose', np.float64(2.7809751388445862))","('improve', np.float64(2.7610249857369715))","('exist', np.float64(2.749592671578966))","('bisimilarity', np.float64(2.748141947364099))","('training', np.float64(2.7421444076346795))","('facial', np.float64(2.731765671744931))","('camera', np.float64(2.731671769221689))","('workload', np.float64(2.725140072333085))","('instruction', np.float64(2.719401202006695))","('rendering', np.float64(2.698396496655456))","('input', np.float64(2.6944391116333404))","('generation', np.float64(2.693092235866741))","('generate', np.float64(2.6829194667494023))","('execution', np.float64(2.6744491528652667))","('label', np.float64(2.6609715632526063))","('hate', np.float64(2.6600434444043124))","('decidability', np.float64(2.6490853884075376))","('odometry', np.float64(2.644432730226751))","('baseline', np.float64(2.632470200218687))","('name', np.float64(2.630624876929778))","('linguistic', np.float64(2.629618552844906))","('multiplication', np.float64(2.626915958923348))","('news', np.float64(2.624950439030978))","('reinforcement', np.float64(2.6022260595837596))","('calculus', np.float64(2.58009809575382))","('user', np.float64(2.562671122683857))","('challenging', np.float64(2.5602276090122458))","('hash', np.float64(2.543240818788497))","('editing', np.float64(2.5399630374391))","('summarization', np.float64(2.5289741668209276))","('video', np.float64(2.523741985034919))","('explanation', np.float64(2.5009835747789895))","('algorithm', np.float64(2.4652035308228073))","('experiment', np.float64(2.4328696144206843))","('create', np.float64(2.4312793770020438))","('smart', np.float64(2.4218272041400564))","('haptic', np.float64(2.4176757117264684))","('activation', np.float64(2.413907499047811))","('representation', np.float64(2.408464081369193))","('domain', np.float64(2.3998343522367462))","('competitive', np.float64(2.393248351362322))","('concurrent', np.float64(2.3896535314808722))","('discover', np.float64(2.3874541655542707))","('malware', np.float64(2.3764713380121636))","('healthcare', np.float64(2.373393248897467))","('encryption', np.float64(2.3717739343519257))","('cipher', np.float64(2.3709027405018257))","('hard', np.float64(2.353092673635604))","('hardness', np.float64(2.347738874935668))","('ontology', np.float64(2.341913529035653))","('client', np.float64(2.3402497804697218))","('dialogue', np.float64(2.3380091279202833))","('leverage', np.float64(2.3355977408166173))","('protocol', np.float64(2.3239549559594974))","('graph', np.float64(2.314131534490991))","('visualization', np.float64(2.31394023595555))","('threat', np.float64(2.313255096962598))"
Computer Science/Electrical Engineering,"('speech', np.float64(8.501414988165003))","('audio', np.float64(6.161908596855806))","('image', np.float64(5.85342568968285))","('propose', np.float64(5.5305328660920585))","('speaker', np.float64(5.160744745997675))","('system', np.float64(5.121049744317853))","('robot', np.float64(4.970822589504073))","('segmentation', np.float64(4.917023684384411))","('dataset', np.float64(4.816331116351178))","('sound', np.float64(4.8079559226447275))","('paper', np.float64(4.462520044578669))","('control', np.float64(4.382062801129749))","('medical', np.float64(3.9713767528366657))","('acoustic', np.float64(3.7832243603807707))","('robotic', np.float64(3.4526568862913547))","('controller', np.float64(3.3260232533377145))","('operation', np.float64(3.312010828610743))","('meshless', np.float64(3.3079653527599167))","('stability', np.float64(3.1864435069973265))","('music', np.float64(3.165308180384065))","('voice', np.float64(3.102303637385598))","('voltage', np.float64(3.1013899399531684))","('performance', np.float64(3.0426493569010957))","('vehicle', np.float64(2.9841238448406533))","('crack', np.float64(2.9687314201544104))","('deep', np.float64(2.9515490858374296))","('automatic', np.float64(2.943531915710314))","('element', np.float64(2.9334304921667074))","('microphone', np.float64(2.9239858790977147))","('converter', np.float64(2.8465375947813247))","('utterance', np.float64(2.801804868906688))","('isogeometric', np.float64(2.7838847627562715))","('enrichment', np.float64(2.774251270252992))","('power', np.float64(2.766962299989791))","('quality', np.float64(2.6927207121038714))","('electric', np.float64(2.6866097809772893))","('safety', np.float64(2.6822427121705794))","('scan', np.float64(2.6648284650805913))","('codec', np.float64(2.656444913334905))","('train', np.float64(2.655724651068895))","('agent', np.float64(2.6230267137857615))","('planning', np.float64(2.603481947237625))","('hyperspectral', np.float64(2.5607196865201605))","('compression', np.float64(2.512950514886206))","('video', np.float64(2.5092475352311445))","('base', np.float64(2.503480962951781))","('automate', np.float64(2.494928535881608))","('super', np.float64(2.47294475649955))","('task', np.float64(2.4633418531143008))","('observability', np.float64(2.460101256248317))","('stain', np.float64(2.458797238741821))","('microgrid', np.float64(2.456093701137803))","('architecture', np.float64(2.4542002533895517))","('denoising', np.float64(2.435731953843344))","('state', np.float64(2.4223469179138424))","('lesion', np.float64(2.4137002823732563))","('achieve', np.float64(2.3869494148704))","('battery', np.float64(2.3837515895696733))","('available', np.float64(2.382446080272517))","('diagnosis', np.float64(2.3726306040361047))","('language', np.float64(2.3474549740501467))","('human', np.float64(2.345317579809664))","('network', np.float64(2.3322949282971845))","('reachability', np.float64(2.3275771638830385))","('pathology', np.float64(2.31566541323324))","('chest', np.float64(2.2779381880550034))","('bus', np.float64(2.2777834892495243))","('phoneme', np.float64(2.2663401359083903))","('end', np.float64(2.252356375417814))","('input', np.float64(2.231884632138853))","('circadian', np.float64(2.1853964066163574))","('model', np.float64(2.1732298970191))","('domain', np.float64(2.1542620762817966))","('tissue', np.float64(2.1453455125122987))","('recognition', np.float64(2.127999124126899))","('emotion', np.float64(2.1227319247845924))","('disease', np.float64(2.107208616651928))","('tone', np.float64(2.1029496269199615))","('synthesis', np.float64(2.0844128973946128))","('corpus', np.float64(2.0767510277387635))","('degradation', np.float64(2.0326077832155276))","('adversarial', np.float64(2.0292996823554885))","('specification', np.float64(2.027257347410437))","('attack', np.float64(2.0231454679592877))","('sensor', np.float64(2.019532621425544))","('hybrid', np.float64(2.0158233876701566))","('learning', np.float64(2.0067049935351795))","('load', np.float64(1.9970103047966727))","('publicly', np.float64(1.9903312567748586))","('slice', np.float64(1.9850814770139724))","('histopathology', np.float64(1.9814973312626127))","('pneumonia', np.float64(1.9792882551185411))","('supervise', np.float64(1.975756476839084))","('autonomous', np.float64(1.9676115298278338))","('desire', np.float64(1.9655724598479085))","('guarantee', np.float64(1.9636903286391467))","('design', np.float64(1.9570530755190125))","('electrical', np.float64(1.9508331237755137))","('capture', np.float64(1.9421116404052021))","('loss', np.float64(1.9398135188091374))"
Computer Science/Electrical Engineering/Mathematics,"('channel', np.float64(5.581577877799589))","('system', np.float64(4.898256918099383))","('control', np.float64(4.470324967196621))","('communication', np.float64(3.9131081720398737))","('wireless', np.float64(3.8090560926255472))","('signal', np.float64(3.746780573637481))","('problem', np.float64(3.682254432324627))","('optimization', np.float64(3.4930111515583233))","('propose', np.float64(3.484253274938047))","('performance', np.float64(3.2296380939683464))","('intelligent', np.float64(3.1587781106825172))","('feedback', np.float64(3.0906478662319654))","('controller', np.float64(3.077053222031669))","('massive', np.float64(3.0098127797165835))","('optimal', np.float64(2.987133054648516))","('sensing', np.float64(2.9582876234323883))","('distribute', np.float64(2.8593725374240107))","('multiple', np.float64(2.7551007078211103))","('beam', np.float64(2.69581190929494))","('antenna', np.float64(2.6808226170564375))","('nonlinear', np.float64(2.655783189119596))","('user', np.float64(2.6426366144540756))","('semantic', np.float64(2.641319232633737))","('complexity', np.float64(2.596767234424311))","('sense', np.float64(2.57683283430745))","('receiver', np.float64(2.530439556571658))","('reconfigurable', np.float64(2.5161245867919857))","('orthogonal', np.float64(2.4972049468051276))","('scheme', np.float64(2.485105321686204))","('aid', np.float64(2.4737867298097327))","('cost', np.float64(2.4521667421565434))","('numerical', np.float64(2.4315264014526043))","('trajectory', np.float64(2.4182359862378844))","('constellation', np.float64(2.408927944507828))","('quadratic', np.float64(2.357583782235558))","('paper', np.float64(2.3541387115459584))","('base', np.float64(2.353370921949224))","('infinite', np.float64(2.286547070433988))","('code', np.float64(2.2751751211197884))","('array', np.float64(2.2606583152281985))","('fading', np.float64(2.233943760006248))","('codebook', np.float64(2.197947664807259))","('linear', np.float64(2.178078733225763))","('primal', np.float64(2.1651058153821867))","('program', np.float64(2.1458577695170247))","('detection', np.float64(2.1304301697993924))","('convergence', np.float64(2.128607819010134))","('input', np.float64(2.110896601636718))","('result', np.float64(2.1044392861908108))","('bit', np.float64(2.0948927429689514))","('stability', np.float64(2.054857467306535))","('feasible', np.float64(2.0484010105187567))","('constraint', np.float64(2.0356360868869237))","('convex', np.float64(2.0342700029895493))","('decode', np.float64(2.0330259086600884))","('domain', np.float64(2.019512334951485))","('linearization', np.float64(1.9961121654386642))","('algorithm', np.float64(1.9924212781362594))","('conventional', np.float64(1.9818206681189814))","('gain', np.float64(1.9572718774216398))","('beamforming', np.float64(1.9408002595054896))","('uplink', np.float64(1.9225997064467806))","('power', np.float64(1.920146546916374))","('modulation', np.float64(1.9190881776279125))","('frequency', np.float64(1.912455410744082))","('latency', np.float64(1.8692560805988405))","('probability', np.float64(1.8259621467893854))","('far', np.float64(1.820110878536624))","('output', np.float64(1.8193242134204322))","('practical', np.float64(1.8070029242582037))","('sub', np.float64(1.7735544054445596))","('network', np.float64(1.7644954829068695))","('receive', np.float64(1.757396700954292))","('interference', np.float64(1.753086626412628))","('disturbance', np.float64(1.7481009707344293))","('affine', np.float64(1.7475014073232338))","('overhead', np.float64(1.74504468315129))","('consensus', np.float64(1.7419138533244318))","('preamble', np.float64(1.729648181526138))","('positioning', np.float64(1.7029693227827867))","('near', np.float64(1.700932301148908))","('transmit', np.float64(1.6890898916642316))","('computation', np.float64(1.673769649164875))","('sufficient', np.float64(1.6420448225854558))","('converge', np.float64(1.63762728233127))","('dispatch', np.float64(1.6357509727706707))","('rate', np.float64(1.630301543712798))","('horizon', np.float64(1.6300940917848141))","('iterative', np.float64(1.600834064866496))","('multiplexing', np.float64(1.5887716929135571))","('stage', np.float64(1.5832670005052811))","('distributionally', np.float64(1.5733799875999022))","('matrix', np.float64(1.5567402268194648))","('access', np.float64(1.5565775692654857))","('load', np.float64(1.5071846373886337))","('joint', np.float64(1.501806985282003))","('cellular', np.float64(1.4962938711869749))","('multi', np.float64(1.4953827229651049))","('example', np.float64(1.473472680744548))","('mutual', np.float64(1.4692151927030197))"
